57	2
1	0.020967742
2	0.04516129
3	0.083870968
4	0.122580645
5	0.216129032
6	0.230645161
7	0.246774194
8	0.256451613
9	0.258064516
10	0.366129032
11	0.367741935
12	0.375806452
13	0.377419355
14	0.380645161
15	0.470967742
16	0.472580645
17	0.475806452
19	0.477419355
20	0.54516129
22	0.546774194
23	0.580645161
24	0.582258065
25	0.614516129
28	0.616129032
30	0.698387097
35	0.712903226
40	0.740322581
44	0.741935484
45	0.793548387
46	0.79516129
47	0.796774194
50	0.817741935
55	0.825806452
60	0.841935484
63	0.843548387
65	0.848387097
68	0.883870968
70	0.888709677
75	0.890322581
80	0.893548387
90	0.922580645
105	0.924193548
106	0.925806452
110	0.927419355
113	0.948387097
115	0.95
135	0.967741935
158	0.974193548
160	0.975806452
180	0.979032258
203	0.985483871
215	0.987096774
225	0.990322581
248	0.991935484
270	0.99516129
315	0.996774194
540	1
