RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,age,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,FDISP,FPERNP,FPINCP,FPRIVCOVP,FPUBCOVP,nochildren,lnfaminc,widowed,divorced,separated,nevermarried,male,female,agesq,ltHS,BA,BAplus,black,hisp,hourly,coveligd
P,2011000001313,1,1100,-9,25,1073094,13,55,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,10.0,1.0,1.0,2.0,3,2.0,2.0,2.0,2.0,1987.0,-9.0,1.0,4.0,,,,,,,,,,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0,0.0,1.0,,21.0,0.0,2,0.0,0.0,10200.0,40.0,1.0,1.0,1.0,,,1,935,-9,999,-9,,2,1.0,,1.0,6107.0,,1,1,8190.0,72.0,31.0,,,,,,,4.0,622,1,,0,3255.0,N.A.,4.0,10200.0,10200.0,36,-9,138.0,1100.0,-9.0,25.0,-9.0,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,1.0,,,291141,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,3,13,13,14,13,13,13,19,4,15,12,4,4,14,22,23,14,13,14,13,11,3,19,24,25,21,4,15,13,23,4,12,12,3,12,13,4,22,3,21,4,12,12,14,13,13,14,23,3,15,15,4,4,12,20,21,12,12,11,14,13,4,23,24,25,22,4,11,13,21,5,16,13,3,12,12,5,23,0,0,0,0,0,1,9.91343788339,0,1,0,0,0,1,3025,0,1,1,0,0,0,0
P,2011000001313,2,1100,-9,25,1073094,14,20,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,,,,1,2,2,2,2,2,2,0.0,10.0,2.0,1.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,2,0.0,1.0,,16.0,0.0,2,0.0,0.0,10000.0,20.0,1.0,1.0,1.0,,,2,935,-9,22,-9,,2,2.0,,1.0,,,1,1,8290.0,186.0,112.0,,,,,,,6.0,623M,1,,0,4120.0,N.A.,4.0,10000.0,10000.0,25,-9,138.0,1100.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,353041,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,4,14,12,21,12,24,17,24,8,12,11,7,4,13,23,32,13,12,18,17,15,3,24,29,18,26,4,16,13,20,4,13,13,4,13,17,5,18,4,19,4,13,15,19,14,21,13,24,4,13,12,5,5,10,26,35,15,12,18,20,13,4,21,21,26,22,5,14,15,20,5,12,13,5,17,15,6,23,0,0,0,0,0,1,9.91343788339,0,0,0,1,0,1,400,0,0,0,0,0,0,0
P,2011000001324,1,4300,-9,25,1073094,62,50,1,,,1.0,1.0,2,2,2.0,2.0,,,2.0,,2.0,2.0,,,2,2,2,1,2,2,2,0.0,,,,2.0,1,2.0,2.0,1.0,2.0,1978.0,-9.0,1.0,4.0,,,,,,,,,,1.0,5.0,2.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,17.0,0.0,2,0.0,0.0,18000.0,38.0,1.0,1.0,1.0,,,1,935,-9,999,-9,,1,,,2.0,,,1,1,7690.0,,,,,,,,,1.0,5617Z,1,,0,4200.0,N.A.,4.0,18000.0,18000.0,25,-9,121.0,,,,,2,1,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,371011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,101,71,58,62,21,22,65,18,114,18,97,57,91,103,70,66,50,63,57,85,55,16,94,112,52,52,23,58,62,68,53,21,58,72,93,78,18,18,67,23,58,104,20,18,65,65,101,49,56,57,73,97,53,58,21,20,100,103,83,53,21,62,56,53,85,102,57,109,20,85,16,67,23,18,56,69,72,53,18,0,0,0,0,0,1,9.79812703688,0,0,0,0,0,1,2500,0,0,0,0,0,1,1
P,2011000001343,2,4800,-9,25,1073094,19,40,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,2.0,,,1,2,2,2,2,2,2,0.0,15.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1993.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,1,0.0,1.0,,21.0,0.0,2,0.0,0.0,6000.0,9.0,1.0,2.0,1.0,,,1,195,-9,999,-9,,2,1.0,,1.0,6107.0,,1,1,7970.0,118.0,76.0,,,,,,,1.0,6211,1,,0,5110.0,N.A.,3.0,6000.0,6000.0,36,-9,501.0,4800.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,1.0,,,433021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,39,27,36,17,7,18,30,18,17,32,22,7,6,4,17,21,20,37,22,21,5,6,6,21,31,21,6,19,20,6,18,30,32,36,20,17,16,33,17,21,7,5,5,16,28,19,6,25,17,5,22,29,29,28,19,20,19,5,19,18,38,38,37,22,6,20,36,19,21,31,18,4,6,6,20,20,18,7,0,0,0,0,0,0,12.2261203408,0,0,0,0,0,1,1600,0,1,1,0,0,0,0
P,2011000001355,1,4100,-9,25,1073094,17,63,1,,,1.0,2.0,2,2,2.0,1.0,,2.0,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,40.0,1.0,1.0,2.0,3,2.0,2.0,1.0,2.0,1972.0,-9.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,16.0,0.0,1,0.0,0.0,58000.0,40.0,1.0,1.0,,,,1,50,-9,999,-9,,1,1.0,,1.0,,,1,1,770.0,78.0,31.0,,,,,,,4.0,23,1,,0,6200.0,N.A.,,58000.0,58000.0,25,-9,499.0,4000.0,-9.0,25.0,-9.0,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,471011,N.A.//,6.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,29,5,15,17,24,16,26,31,4,5,20,16,15,17,30,6,16,20,15,26,6,27,15,21,5,18,5,6,34,31,19,16,18,17,6,31,13,17,18,5,30,5,18,19,25,17,28,28,6,6,21,17,16,17,34,6,15,15,14,34,5,29,15,16,5,16,4,5,27,30,16,19,16,15,6,33,18,19,20,5,0,1,1,0,0,0,,0,1,0,0,1,0,3969,0,0,0,0,0,0,1
P,2011000001369,1,100,-9,25,1073094,3,22,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,,,,1,2,2,2,2,2,2,0.0,10.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,2010.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,16.0,0.0,1,0.0,0.0,30000.0,40.0,1.0,1.0,1.0,,,2,26,-9,261,-9,,2,1.0,,1.0,,,1,1,770.0,66.0,25.0,,,,,,,1.0,23,1,,0,6260.0,N.A.,,30000.0,30000.0,25,-9,412.0,100.0,-9.0,25.0,-9.0,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,472061,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,1,3,3,5,5,5,3,3,1,5,3,1,3,2,3,6,6,4,1,3,5,2,5,3,3,2,1,6,4,4,1,3,0,2,6,2,2,1,1,6,1,4,3,6,5,2,4,3,2,5,3,1,2,3,3,11,4,4,2,4,4,1,6,3,4,3,2,6,3,4,1,3,1,1,5,4,0,0,0,0,0,1,11.034889664,0,0,0,0,1,0,484,0,0,0,0,0,0,1
P,2011000001369,2,100,-9,25,1073094,2,24,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,,,,1,2,2,2,2,2,2,0.0,5.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,2010.0,-9.0,1.0,4.0,,,,,,,,,,2.0,5.0,2.0,3.0,3.0,0.0,0.0,1,0.0,1.0,,21.0,0.0,2,0.0,0.0,32000.0,44.0,1.0,1.0,1.0,,,1,935,-9,999,-9,,2,1.0,,1.0,3600.0,,1,1,8270.0,80.0,40.0,,,,,,,1.0,6231,1,,0,3600.0,N.A.,4.0,32000.0,32000.0,25,-9,412.0,100.0,-9.0,25.0,-9.0,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1.0,2.0,,,311010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,2,2,2,4,4,3,2,0,4,3,1,3,2,2,4,6,3,2,2,3,1,6,2,3,2,1,4,2,2,1,3,1,1,3,2,2,1,0,4,1,2,2,4,4,4,3,2,1,4,2,0,2,3,2,5,3,3,2,2,3,1,4,2,2,2,1,6,2,2,1,3,1,1,4,3,0,0,0,0,0,1,11.034889664,0,0,0,0,0,1,576,0,1,1,0,0,1,0
P,2011000001481,1,3400,-9,25,1073094,12,45,1,,,2.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,2.0,,,1,2,2,2,2,2,2,0.0,20.0,,10.0,2.0,1,2.0,2.0,1.0,2.0,1997.0,-9.0,1.0,4.0,,,,,,,,,,1.0,5.0,2.0,2.0,2.0,0.0,0.0,0,0.0,1.0,,24.0,0.0,2,0.0,0.0,44500.0,40.0,1.0,1.0,1.0,,,2,51,-9,50,-9,,2,,,1.0,3301.0,,1,1,7870.0,104.0,61.0,,,,,,,1.0,611M1,1,,0,2200.0,N.A.,2.0,44500.0,44500.0,25,-9,501.0,3400.0,-9.0,25.0,-9.0,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,2.0,,,251000,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13,4,11,14,4,13,17,4,3,26,10,11,16,14,22,10,14,3,10,20,12,23,15,10,18,10,4,18,18,3,11,13,4,9,3,12,12,17,14,4,11,3,11,14,4,11,26,3,4,20,12,11,20,10,20,15,10,3,12,19,11,17,9,13,22,11,3,18,18,4,15,14,4,18,4,12,12,26,0,0,0,1,1,0,11.9797992012,0,0,0,0,0,1,2025,0,0,1,0,0,0,0
P,2011000001481,2,3400,-9,25,1073094,13,41,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,35.0,,4.0,2.0,1,2.0,2.0,1.0,2.0,1997.0,-9.0,1.0,4.0,,,,,,,,,,2.0,5.0,2.0,2.0,2.0,0.0,0.0,1,0.0,1.0,,22.0,0.0,1,0.0,0.0,115000.0,44.0,1.0,1.0,1.0,,,2,46,-9,142,-9,,2,,,1.0,5506.0,,1,1,770.0,104.0,58.0,,,,,,,1.0,23,1,,0,220.0,N.A.,,115000.0,115000.0,26,-9,501.0,3300.0,-9.0,25.0,-9.0,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1.0,2.0,,,119021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15,3,13,14,4,19,22,4,4,21,13,16,22,12,20,16,11,4,10,22,15,21,13,11,25,14,3,19,17,4,13,14,4,12,3,13,13,26,17,4,12,4,14,13,3,11,27,4,4,19,12,13,19,11,24,13,14,3,14,22,11,22,12,12,27,10,3,21,20,3,12,12,4,15,4,12,15,23,0,0,0,1,1,0,11.9797992012,0,0,0,0,1,0,1681,0,0,1,0,0,1,1
P,2011000001508,1,4200,-9,25,1073094,27,35,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,1.0,,2.0,,,1,2,2,2,2,2,2,0.0,45.0,1.0,1.0,1.0,5,,,,,,,3.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,16.0,0.0,1,0.0,0.0,60000.0,45.0,1.0,1.0,1.0,,,1,84,-9,999,-9,,2,1.0,,1.0,,,1,1,4470.0,67.0,19.0,629.0,-9.0,4200.0,-9.0,25.0,-9.0,6.0,4244,1,,0,4850.0,N.A.,,60000.0,60000.0,25,-9,501.0,3700.0,-9.0,25.0,-9.0,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,414010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,25,26,26,29,51,53,60,27,7,28,42,25,24,44,26,8,10,38,39,36,28,26,35,28,7,10,8,23,48,22,8,22,25,8,29,42,36,40,43,35,27,30,38,25,7,9,11,29,46,23,8,28,22,7,22,41,46,8,8,26,24,24,27,25,42,48,55,20,7,32,40,25,23,48,34,6,9,8,0,0,0,0,0,0,,0,0,0,1,1,0,1225,0,0,0,0,0,1,1
P,2011000001572,2,3400,-9,25,1073094,15,36,1,,,2.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,2.0,,,1,2,2,2,2,2,2,0.0,55.0,,2.0,2.0,1,2.0,2.0,1.0,2.0,2004.0,-9.0,3.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,1,0.0,1.0,,23.0,0.0,2,0.0,0.0,113000.0,32.0,1.0,1.0,1.0,,,2,190,-9,998,-9,,2,,,1.0,5200.0,5506.0,1,1,8180.0,105.0,55.0,,,3300.0,-9.0,25.0,-9.0,1.0,621M,1,,0,2100.0,N.A.,1.0,113000.0,113000.0,25,-9,501.0,3300.0,-9.0,25.0,-9.0,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1.0,2.0,,,2310XX,N.A.//,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,16,15,13,4,26,5,14,25,30,24,13,5,27,15,14,16,17,17,26,25,15,15,15,25,4,25,15,5,5,5,15,24,4,16,16,17,18,16,5,5,18,13,16,4,29,5,15,26,28,29,18,5,26,16,13,14,16,14,27,30,16,13,16,25,5,33,15,5,4,4,15,30,4,13,14,14,16,14,1,0,0,0,0,0,12.3800259527,0,0,0,0,0,1,1296,0,0,1,0,0,0,0
P,2011000001656,3,1400,-9,25,1073094,24,26,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,,,,1,2,2,2,2,2,2,0.0,15.0,1.0,1.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,2,0.0,1.0,,21.0,0.0,1,0.0,0.0,30000.0,40.0,1.0,1.0,1.0,,,2,50,-9,51,-9,,2,1.0,,1.0,1901.0,,1,1,4290.0,97.0,55.0,,,,,,,6.0,4239Z,1,,0,4850.0,N.A.,,30000.0,30000.0,25,-9,501.0,2300.0,-9.0,25.0,-9.0,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,2.0,,,414010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,5,43,19,25,23,20,20,21,7,42,20,26,43,40,22,9,7,22,7,20,24,33,8,40,38,40,53,7,24,24,48,6,23,25,8,22,21,9,27,36,8,40,23,27,29,25,24,23,7,36,24,27,36,35,23,7,7,21,7,26,19,20,9,34,33,41,31,5,23,22,37,7,23,22,7,21,25,7,0,0,0,0,0,1,12.3490901524,0,0,0,1,1,0,676,0,1,1,0,0,1,1
P,2011000001684,1,2900,-9,25,1073094,16,38,1,,,1.0,2.0,2,2,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,,,1,2,2,2,2,2,2,0.0,60.0,1.0,1.0,1.0,3,2.0,2.0,1.0,2.0,1994.0,-9.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,16.0,0.0,1,0.0,0.0,72000.0,52.0,1.0,1.0,1.0,,,2,68,-9,26,-9,,2,1.0,,1.0,,,1,1,4170.0,100.0,49.0,620.0,-9.0,2900.0,-9.0,25.0,-9.0,4.0,4234,1,,0,1020.0,N.A.,,72000.0,72000.0,25,-9,419.0,3500.0,-9.0,25.0,-9.0,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,15113X,N.A.//,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,16,24,28,14,26,5,17,16,20,4,18,25,19,4,5,17,14,17,4,35,16,26,28,17,31,5,16,15,17,3,15,23,21,5,5,16,14,17,25,5,16,5,4,16,5,29,14,19,17,37,16,4,14,34,25,13,14,13,23,6,15,6,5,16,7,27,17,18,16,25,18,6,19,27,23,15,12,20,0,0,0,0,0,0,11.2265758378,0,1,0,0,1,0,1444,0,0,0,0,0,1,1
P,2011000001709,1,800,-9,25,1073094,19,46,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,25.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,2000.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,16.0,0.0,1,0.0,0.0,36000.0,36.0,1.0,3.0,1.0,,,2,32,-9,88,-9,,2,1.0,,1.0,,,1,1,7070.0,93.0,49.0,,,,,,,1.0,531,1,,0,4220.0,N.A.,,36000.0,36000.0,39,-9,501.0,1000.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,37201X,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,28,36,29,41,21,16,26,31,15,28,30,20,21,19,20,29,18,19,6,16,7,6,6,7,18,15,5,5,16,4,5,17,20,22,20,5,19,17,5,18,7,6,5,7,20,16,5,6,20,4,5,19,14,15,16,6,19,19,39,17,37,32,28,33,18,17,31,34,16,29,30,18,18,17,19,26,20,20,0,0,0,0,0,0,11.4721034704,0,0,0,0,1,0,2116,0,0,0,0,0,0,0
P,2011000001709,2,800,-9,25,1073094,16,46,1,,,3.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,2.0,,,1,2,2,2,2,2,2,0.0,45.0,1.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2000.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,1,0.0,1.0,,20.0,0.0,2,0.0,0.0,60000.0,42.0,1.0,1.0,1.0,,,1,129,-9,999,-9,,2,1.0,,1.0,,,1,1,9470.0,79.0,31.0,,,,,,,1.0,92MP,1,,0,3740.0,N.A.,2.0,60000.0,60000.0,25,-9,501.0,1100.0,-9.0,25.0,-9.0,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,332011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,23,27,24,31,16,16,27,25,17,26,31,18,18,16,15,25,12,16,5,14,5,4,5,5,16,14,5,3,16,5,6,21,17,17,16,5,15,14,5,16,5,6,5,4,15,17,4,5,18,4,5,16,15,16,15,5,14,14,34,14,28,30,28,27,17,15,23,30,17,27,30,20,18,15,18,23,17,18,0,0,0,0,0,0,11.4721034704,0,0,0,0,0,1,2116,0,0,0,0,0,0,1
P,2011000001768,1,4300,-9,25,1073094,75,37,1,,,2.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,2.0,,,1,2,2,2,2,2,2,0.0,18.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1998.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,3.0,16.0,21.0,0.0,2,0.0,0.0,85000.0,40.0,1.0,1.0,1.0,,,2,22,-9,50,-9,,2,1.0,,1.0,6107.0,,1,1,8190.0,76.0,34.0,,,,,,,1.0,622,1,,0,3600.0,N.A.,3.0,85000.0,85000.0,25,-9,501.0,100.0,-9.0,44.0,-9.0,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,1.0,,,311010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,148,84,79,72,22,73,76,121,24,122,95,74,82,21,22,122,97,77,124,68,26,73,72,92,114,70,61,24,110,18,26,75,80,105,121,21,67,77,26,69,123,76,83,91,23,74,67,112,20,107,116,66,65,24,26,120,69,83,122,70,27,76,74,86,126,69,71,24,100,25,25,74,70,110,142,23,72,73,24,0,0,0,0,0,0,12.0015054798,0,0,0,0,0,1,1369,0,1,1,0,0,0,1
