RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,age,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,FDISP,FPERNP,FPINCP,FPRIVCOVP,FPUBCOVP,nochildren,lnfaminc,widowed,divorced,separated,nevermarried,male,female,agesq,ltHS,BA,BAplus,black,hisp,hourly,coveligd
P,2011000000670,1,2300,-9,25,1073094,8,50,1,,,4.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,60.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1983.0,-9.0,1.0,4.0,,,,,,,,,,2.0,5.0,2.0,2.0,3.0,0.0,0.0,0,0.0,1.0,,16.0,0.0,1,0.0,0.0,65000.0,40.0,1.0,1.0,1.0,,,2,50,-9,89,-9,,2,1.0,,1.0,,,1,1,9470.0,82.0,31.0,,,,,,,1.0,92MP,1,,0,3800.0,N.A.,,65000.0,65000.0,25,-9,501.0,300.0,-9.0,25.0,-9.0,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,333010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,15,11,7,7,8,11,2,11,7,2,2,2,8,10,2,9,8,7,7,10,13,12,7,7,7,13,2,12,9,2,2,2,5,11,2,9,8,7,8,9,10,12,6,6,7,10,3,12,7,3,2,1,7,12,2,8,6,6,7,7,13,12,8,9,6,15,2,13,7,2,2,2,7,12,2,6,8,0,0,0,0,0,0,12.0045682693,0,0,0,0,1,0,2500,0,0,0,0,0,0,1
P,2011000000670,2,2300,-9,25,1073094,6,48,1,,,2.0,2.0,2,2,2.0,2.0,,2.0,2.0,,2.0,2.0,,,1,2,2,2,2,2,2,0.0,20.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1983.0,-9.0,1.0,3.0,,,,,,,,,,2.0,5.0,2.0,2.0,2.0,0.0,0.0,1,0.0,1.0,,22.0,0.0,2,0.0,0.0,95000.0,50.0,1.0,1.0,1.0,,,1,50,-9,999,-9,,2,1.0,,1.0,6109.0,,1,1,8190.0,92.0,49.0,,,,,,,1.0,622,1,,0,3150.0,N.A.,2.0,95000.0,95000.0,25,-9,501.0,2300.0,-9.0,25.0,-9.0,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,1.0,,,291122,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,15,12,5,7,7,11,1,9,6,2,2,1,6,10,2,7,6,5,5,7,8,12,6,5,5,8,1,10,8,1,2,2,5,11,2,6,5,5,5,6,8,10,6,6,5,7,2,9,6,2,1,2,5,12,2,7,5,8,5,4,14,11,6,10,6,13,2,11,6,2,2,2,5,11,2,8,7,0,0,0,0,0,0,12.0045682693,0,0,0,0,0,1,2304,0,0,1,0,0,0,0
P,2011000000670,3,2300,-9,25,1073094,8,19,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,,,,1,2,2,2,2,2,2,0.0,10.0,1.0,1.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,2,0.0,3.0,15.0,19.0,0.0,2,0.0,0.0,3500.0,13.0,1.0,6.0,1.0,,,2,50,-9,89,-9,,2,1.0,,1.0,,,1,1,8680.0,258.0,140.0,,,,,,,6.0,722Z,1,,0,4060.0,N.A.,4.0,3500.0,3500.0,25,-9,501.0,2200.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,353022,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,9,11,17,13,10,8,8,17,2,14,10,3,2,3,8,16,2,10,10,9,8,8,15,12,11,12,8,14,2,15,7,2,3,2,6,13,3,9,7,10,9,10,12,13,10,9,7,12,2,15,8,3,3,3,8,16,2,9,8,8,9,8,15,17,9,8,7,18,2,18,10,2,2,2,9,14,2,13,9,0,1,1,0,0,0,12.0045682693,0,0,0,1,0,1,361,0,0,0,0,0,0,1
P,2011000000677,1,400,-9,25,1073094,8,40,1,,,3.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,40.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1998.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,22.0,0.0,1,0.0,0.0,63000.0,40.0,1.0,1.0,1.0,,,2,50,-9,51,-9,,2,1.0,,1.0,6403.0,,1,1,7860.0,90.0,43.0,,,,,,,1.0,6111,1,,0,2310.0,N.A.,,63000.0,63000.0,25,-9,501.0,1300.0,-9.0,25.0,-9.0,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,2.0,,,252020,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,15,16,2,2,9,7,8,8,12,2,9,8,9,17,3,7,8,18,2,7,3,2,13,18,8,10,8,8,3,13,9,9,9,2,16,9,8,3,12,7,13,12,3,3,10,8,9,10,16,3,10,8,10,14,2,10,7,11,2,8,2,2,16,11,9,8,8,9,3,20,8,6,10,2,12,9,9,3,0,0,0,0,0,0,12.3833816605,0,0,0,0,1,0,1600,0,0,1,0,0,1,1
P,2011000000677,2,400,-9,25,1073094,8,38,4,2009.0,-9.0,1.0,2.0,2,2,2.0,2.0,,,2.0,1.0,2.0,2.0,,,1,2,2,2,2,2,2,800.0,80.0,,5.0,1.0,1,2.0,2.0,1.0,2.0,1998.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,1,0.0,1.0,,22.0,0.0,2,0.0,0.0,175000.0,60.0,1.0,1.0,1.0,1995.0,-9.0,1,148,-9,999,-9,6.0,2,,,1.0,3301.0,,1,1,7280.0,98.0,43.0,639.0,-9.0,,,,,1.0,5412,2,,0,800.0,N.A.,1.0,175000.0,175800.0,163,-9,501.0,3300.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2.0,2.0,,,132011,N.A.//,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,15,16,3,2,7,8,8,10,13,2,8,8,6,17,2,8,8,16,2,7,3,2,15,19,8,9,8,8,3,15,9,9,9,2,14,9,6,2,11,9,15,14,2,2,8,7,10,10,15,2,9,8,7,15,2,11,8,15,3,8,2,3,19,15,9,8,7,7,3,20,9,7,9,2,13,6,8,2,0,0,0,0,0,0,12.3833816605,0,0,0,0,0,1,1444,0,0,1,0,0,1,1
P,2011000000694,1,3900,-9,25,1073094,11,39,1,,,4.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,100.0,30.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,2000.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,24.0,0.0,1,0.0,0.0,62000.0,50.0,1.0,2.0,1.0,,,2,97,-9,22,-9,,2,1.0,,1.0,3600.0,,1,1,7870.0,124.0,79.0,,,,,,,1.0,611M1,1,,0,2200.0,N.A.,,62000.0,62100.0,36,-9,236.0,3300.0,-9.0,25.0,-9.0,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1.0,2.0,,,251000,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,12,20,22,10,14,11,11,11,3,12,20,3,11,3,11,19,13,18,3,19,11,3,3,10,14,10,11,10,18,12,4,23,11,19,14,3,10,3,19,3,10,21,20,11,11,11,11,11,3,14,18,4,11,4,10,18,13,18,4,15,9,3,3,13,11,13,12,12,19,12,3,20,11,18,10,3,13,3,0,0,0,0,0,0,11.0365012679,0,0,0,0,1,0,1521,0,0,1,0,0,0,0
P,2011000000747,1,100,-9,25,1073094,10,60,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,2,1,2,2,2,2,2,0.0,25.0,1.0,1.0,2.0,3,2.0,2.0,1.0,2.0,1975.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,26400.0,0.0,0,0.0,1.0,,20.0,0.0,2,0.0,0.0,4000.0,16.0,1.0,4.0,1.0,,,2,50,-9,26,-9,,2,1.0,,1.0,,,1,1,5380.0,111.0,67.0,,,,,,,4.0,45211,1,,0,5240.0,N.A.,4.0,4000.0,30400.0,25,-9,267.0,100.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,434051,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,3,3,10,9,11,2,14,3,9,17,17,18,11,2,16,9,3,3,17,15,10,12,2,2,15,11,10,11,17,10,9,8,3,9,9,18,13,8,9,9,2,3,11,11,10,2,16,2,10,14,15,20,8,2,18,11,3,3,15,16,10,10,2,3,21,12,10,10,18,12,10,8,3,10,9,18,10,0,0,0,0,0,0,,0,1,0,0,0,1,3600,0,0,0,0,0,1,1
P,2011000000886,1,3302,-9,25,1073094,7,39,1,,,2.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,40.0,1.0,1.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,17,0.0,3.0,16.0,22.0,0.0,1,0.0,0.0,30000.0,60.0,1.0,1.0,1.0,,,2,50,-9,935,-9,,2,1.0,,1.0,3600.0,,1,1,9160.0,102.0,55.0,,,,,,,6.0,8131,1,,0,2060.0,N.A.,,30000.0,30000.0,25,-9,264.0,3700.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1.0,2.0,,,212099,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,0,14,13,7,6,0,0,14,7,7,7,14,7,6,7,7,7,0,13,7,8,7,7,0,0,7,6,7,0,14,0,8,13,14,14,14,14,7,7,0,14,0,0,7,7,14,14,1,7,7,7,1,7,7,7,7,7,14,0,7,8,7,7,14,13,7,7,7,13,0,13,7,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,1521,0,0,1,0,0,1,0
P,2011000000954,1,1900,-9,25,1073094,19,20,2,,,1.0,2.0,2,2,2.0,2.0,,,2.0,1.0,2.0,,,,2,2,2,1,2,2,2,0.0,45.0,2.0,1.0,1.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,12.0,0.0,2,0.0,0.0,350.0,40.0,1.0,6.0,1.0,1999.0,-9.0,1,290,-9,999,-9,6.0,2,2.0,,1.0,,,1,3,170.0,64.0,17.0,625.0,-9.0,,,,,6.0,111,1,,0,6050.0,N.A.,1.0,350.0,350.0,72,-9,1.0,200.0,-9.0,9.0,-9.0,2,1,1,8,66,-9,1,-9,0,0,0,0,1,1,0,0,,,,,4520XX,N.A.//,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,6,17,7,22,30,19,30,6,18,32,38,20,22,23,18,21,6,41,23,7,23,24,35,18,5,17,7,33,25,7,5,21,20,18,20,22,33,7,24,37,5,16,5,20,27,17,28,9,24,34,31,17,18,25,23,23,7,39,19,4,41,21,33,21,5,19,5,35,18,6,5,22,25,23,23,20,34,6,0,0,0,0,0,0,5.85793315448,0,0,0,1,0,1,400,1,0,0,0,0,0,1
P,2011000000954,4,1900,-9,25,1073094,32,29,2,,,1.0,2.0,2,2,2.0,2.0,,,2.0,1.0,,,,,2,2,2,2,2,2,2,0.0,20.0,1.0,1.0,1.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,13,0.0,1.0,,16.0,0.0,1,0.0,0.0,50000.0,40.0,1.0,1.0,1.0,2001.0,-9.0,1,290,-9,999,-9,7.0,2,1.0,,1.0,,,2,3,4670.0,92.0,49.0,625.0,-9.0,,,,,6.0,4411,1,,0,9610.0,N.A.,,50000.0,50000.0,72,-9,433.0,1800.0,-9.0,25.0,-9.0,2,2,4,8,66,-9,1,-9,0,0,0,0,1,1,0,0,,,,,537061,N.A.//,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,31,71,10,36,8,35,35,30,53,10,25,51,44,31,31,37,28,44,10,45,32,12,48,39,54,32,9,32,11,58,20,8,8,28,30,46,28,35,58,11,27,47,11,43,11,35,62,25,48,11,31,51,51,24,32,31,29,35,10,55,33,8,61,30,46,34,9,31,10,69,30,10,10,26,30,25,33,28,44,9,0,1,1,0,0,0,5.85793315448,0,0,0,1,1,0,841,0,0,0,0,0,0,0
P,2011000000960,3,1700,-9,25,1073094,23,50,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,15.0,1.0,1.0,2.0,5,,,,,,,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,2,0.0,1.0,,18.0,0.0,1,0.0,0.0,28000.0,40.0,1.0,1.0,1.0,,,1,50,-9,999,-9,,2,1.0,,1.0,,,1,1,8590.0,199.0,118.0,,,,,,,6.0,713Z,1,,0,4040.0,N.A.,,28000.0,28000.0,25,-9,501.0,1800.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,353011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,38,41,9,7,51,20,7,35,35,20,29,6,21,25,28,25,6,28,21,26,26,38,9,5,46,29,8,45,40,36,21,5,16,15,18,23,6,22,25,26,37,45,9,8,27,15,5,41,37,24,18,7,25,19,19,20,7,34,26,22,41,37,7,7,38,24,7,43,32,22,27,6,23,26,20,20,8,23,0,0,0,0,0,1,11.6208826065,0,0,0,1,1,0,2500,0,0,0,0,0,0,1
P,2011000000976,1,500,-9,25,1073094,12,42,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,60.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1994.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,1.0,,21.0,0.0,1,0.0,0.0,68000.0,40.0,1.0,1.0,1.0,,,1,22,-9,999,-9,,2,1.0,,1.0,5501.0,,1,1,770.0,94.0,43.0,,,,,,,1.0,23,1,,0,6200.0,N.A.,,68000.0,68000.0,25,-9,251.0,500.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1.0,2.0,,,471011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,24,14,11,21,14,4,4,4,13,13,14,11,11,21,22,23,12,3,4,12,20,12,11,22,13,3,4,4,11,12,12,13,13,20,19,20,13,20,23,11,4,13,13,3,12,21,22,20,12,12,14,12,12,4,4,4,13,19,21,13,4,12,13,3,12,21,22,22,13,12,13,13,13,4,3,3,12,4,0,0,0,0,0,0,11.2118203722,0,0,0,0,1,0,1764,0,1,1,0,0,1,0
P,2011000001012,2,700,-9,25,1073094,13,53,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,320.0,15.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1974.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,1,0.0,1.0,,13.0,0.0,2,0.0,0.0,16500.0,25.0,1.0,1.0,1.0,,,2,32,-9,51,-9,,2,1.0,,1.0,,,1,1,6880.0,49.0,13.0,,,,,,,1.0,5221M,1,,0,5160.0,N.A.,4.0,16500.0,16820.0,25,-9,501.0,1200.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,433071,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,13,11,20,21,14,19,4,27,5,13,5,4,12,12,14,16,12,12,12,18,4,4,15,13,23,16,10,12,13,22,11,14,3,4,23,21,4,23,4,15,13,14,22,21,15,21,4,17,4,14,4,4,11,14,12,14,14,12,14,21,4,4,13,15,23,13,14,15,12,26,14,13,4,3,21,22,5,25,0,0,0,0,0,1,11.4390636164,0,0,0,0,0,1,2809,1,0,0,0,0,1,1
P,2011000001057,1,3900,-9,25,1073094,18,33,1,,,3.0,2.0,2,2,2.0,2.0,,,2.0,,,2.0,,,1,2,2,2,2,2,2,0.0,10.0,2.0,1.0,2.0,1,2.0,2.0,1.0,2.0,2006.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0,0.0,2.0,15.0,21.0,0.0,1,0.0,0.0,80000.0,72.0,1.0,1.0,1.0,,,2,50,-9,51,-9,,2,2.0,,1.0,3600.0,5301.0,1,1,9470.0,84.0,43.0,,,,,,,1.0,92MP,1,,0,3740.0,N.A.,,80000.0,80000.0,25,-9,359.0,3900.0,-9.0,25.0,-9.0,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1.0,2.0,,,332011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,15,31,20,8,19,6,30,22,4,6,17,20,15,17,20,28,18,6,27,5,16,5,17,28,18,28,6,16,25,33,17,15,15,14,22,6,16,30,7,25,17,32,18,6,20,4,29,17,6,5,18,19,19,20,18,30,20,5,26,5,19,6,18,27,21,29,6,17,25,31,15,15,19,17,17,6,15,35,0,0,0,0,0,0,11.4616321706,0,0,0,0,1,0,1089,0,1,1,0,0,1,0
P,2011000001057,2,3900,-9,25,1073094,17,29,1,,,2.0,2.0,2,2,2.0,2.0,,,2.0,,2.0,,,,1,2,2,2,2,2,2,0.0,15.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,2006.0,-9.0,1.0,4.0,,,,,,,,,,3.0,5.0,3.0,3.0,3.0,0.0,0.0,1,0.0,1.0,,20.0,0.0,2,0.0,0.0,15000.0,20.0,1.0,1.0,1.0,,,2,51,-9,50,-9,,2,1.0,,1.0,,,1,1,8190.0,175.0,106.0,,,,,,,1.0,622,1,,0,5310.0,N.A.,3.0,15000.0,15000.0,25,-9,359.0,3900.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,434111,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,22,30,19,4,18,4,37,14,5,5,15,18,23,15,14,27,17,6,24,3,20,7,13,28,16,27,5,18,45,28,19,13,14,17,22,4,15,32,5,28,25,30,17,5,20,5,30,15,5,5,16,13,17,16,18,29,15,5,30,5,17,5,15,29,16,35,5,14,27,29,14,14,21,15,19,5,20,30,0,0,0,0,0,0,11.4616321706,0,0,0,0,0,1,841,0,0,0,0,0,0,1
P,2011000001310,1,600,-9,25,1073094,18,20,1,,,1.0,2.0,2,2,2.0,2.0,,,2.0,,,,,,2,1,2,2,2,2,2,0.0,30.0,1.0,1.0,2.0,5,,,,,,,3.0,4.0,,,,,,,,,,1.0,5.0,2.0,3.0,3.0,0.0,0.0,17,0.0,2.0,15.0,16.0,0.0,1,0.0,0.0,11000.0,25.0,1.0,1.0,1.0,,,2,142,-9,50,-9,,2,1.0,,1.0,,,1,1,8680.0,58.0,16.0,,,3100.0,-9.0,25.0,-9.0,6.0,722Z,1,,0,4020.0,N.A.,,11000.0,11000.0,25,-9,,4500.0,-9.0,25.0,-9.0,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,352010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,34,3,2,18,3,18,18,35,17,34,18,34,18,18,3,19,18,2,33,33,18,18,19,33,18,3,33,18,33,18,3,18,3,34,18,2,3,18,19,18,34,2,3,19,2,18,18,34,18,34,18,34,19,17,3,18,18,2,34,35,18,18,17,34,18,3,35,19,33,19,3,19,3,33,18,3,3,18,18,18,0,0,0,0,0,0,,0,0,0,1,1,0,400,0,0,0,0,0,0,0
