SERIALNO,PWGTP,ST,hourly,employed,empgov_fed,empgov_st,empgov_loc,wkhours,wks,wage12,age,agesq,male,nochildren,ndep_kid,ndep_old,ltHS,someHS,HSgrad,someCol,BA,GradSch,noHSdegree,BAplus,faminc,lnfaminc,married,partner,separated,divorced,widowed,nevermarried,native,asian,black,white,other,hisp,ESR,COW
2011000005855,49,25,0,0.0,,,,,,0.0,57,3249,1,1,0.0,0.0,0,0,0,1,0,0,0,0,35809.17637402048,10.485959462840249,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000005855,46,25,1,0.0,,,,,,0.0,56,3136,0,1,0.0,0.0,0,0,1,0,0,0,0,0,35809.17637402048,10.485959462840249,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000005860,11,25,1,0.0,0.0,0.0,0.0,,,0.0,34,1156,0,0,3.0,0.0,0,0,0,1,0,0,0,0,24387.283909893253,10.101817124200906,0,1,0,0,0,0,0,0,0,1,0,0,3.0,1.0
2011000005860,8,25,1,,,,,,,0.0,15,225,0,0,3.0,0.0,0,1,0,0,0,0,1,0,24387.283909893253,10.101817124200906,0,1,0,0,0,0,0,0,0,1,0,0,,
2011000005860,9,25,1,,,,,,,,14,196,0,0,3.0,0.0,1,0,0,0,0,0,1,0,24387.283909893253,10.101817124200906,0,1,0,0,0,0,0,0,0,1,0,0,,
2011000005860,19,25,1,,,,,,,,1,1,0,0,3.0,0.0,0,0,0,0,0,0,0,0,24387.283909893253,10.101817124200906,0,1,0,0,0,0,0,0,0,0,1,0,,
2011000005860,14,25,0,1.0,0.0,0.0,0.0,37.0,51.0,23666.984385128475,49,2401,1,0,3.0,0.0,0,0,0,1,0,0,0,0,24387.283909893253,10.101817124200906,0,1,0,0,0,0,0,0,1,0,0,0,1.0,1.0
2011000005932,21,25,0,0.0,,,,,,0.0,36,1296,0,0,4.0,0.0,0,0,0,0,1,0,0,1,113189.92532017967,11.636822441852237,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000005932,21,25,1,1.0,0.0,0.0,0.0,45.0,51.0,92609.93889832881,38,1444,1,0,4.0,0.0,0,0,0,0,1,0,0,1,113189.92532017967,11.636822441852237,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000005932,22,25,1,,,,,,,,8,64,0,0,4.0,0.0,1,0,0,0,0,0,1,0,113189.92532017967,11.636822441852237,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000005932,25,25,1,,,,,,,,7,49,1,0,4.0,0.0,1,0,0,0,0,0,1,0,113189.92532017967,11.636822441852237,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000005932,16,25,1,,,,,,,,4,16,1,0,4.0,0.0,1,0,0,0,0,0,1,0,113189.92532017967,11.636822441852237,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000005932,17,25,1,,,,,,,,4,16,1,0,4.0,0.0,1,0,0,0,0,0,1,0,113189.92532017967,11.636822441852237,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000005962,3,25,0,0.0,,,,,,0.0,53,2809,1,0,,,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000005995,8,25,1,0.0,0.0,0.0,0.0,30.0,20.0,2057.998642185085,19,361,1,0,,,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,1.0
2011000006005,17,25,1,1.0,0.0,0.0,0.0,40.0,51.0,77174.94908194068,53,2809,0,0,0.0,0.0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,1.0,2.0
2011000006030,8,25,1,0.0,0.0,0.0,0.0,,,0.0,64,4096,0,0,0.0,0.0,0,0,0,1,0,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,6.0,2.0
2011000006072,65,25,0,0.0,0.0,0.0,0.0,,,0.0,40,1600,1,0,0.0,0.0,0,1,0,0,0,0,1,0,,,0,0,0,0,0,1,0,0,0,1,0,0,6.0,1.0
2011000006074,22,25,1,1.0,0.0,0.0,0.0,6.0,43.5,4115.99728437017,73,5329,0,1,0.0,2.0,0,0,0,1,0,0,0,0,63283.45824719135,11.055379250872292,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000006074,24,25,0,0.0,,,,,,0.0,73,5329,1,1,0.0,2.0,0,0,0,0,1,0,0,1,63283.45824719135,11.055379250872292,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000006148,34,25,1,1.0,0.0,0.0,0.0,40.0,51.0,34985.97691714644,60,3600,0,0,0.0,0.0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,1.0,1.0
2011000006299,5,25,1,0.0,,,,,,0.0,94,8836,0,0,,,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000006331,14,25,0,1.0,0.0,0.0,0.0,15.0,7.0,4115.99728437017,45,2025,0,0,2.0,0.0,0,0,0,0,0,1,0,1,86435.94297177356,11.367158874903135,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000006331,14,25,0,1.0,0.0,0.0,0.0,40.0,51.0,58652.96130227492,43,1849,1,0,2.0,0.0,0,0,0,0,0,1,0,1,86435.94297177356,11.367158874903135,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000006331,13,25,1,,,,,,,,3,9,1,0,2.0,0.0,1,0,0,0,0,0,1,0,86435.94297177356,11.367158874903135,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000006331,12,25,1,,,,,,,,0,0,1,0,2.0,0.0,0,0,0,0,0,0,0,0,86435.94297177356,11.367158874903135,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000006343,20,25,0,0.0,,,,,,0.0,75,5625,0,0,0.0,1.0,1,0,0,0,0,0,1,0,,,0,0,0,0,1,0,0,1,0,0,0,0,6.0,
2011000006360,15,25,0,1.0,0.0,0.0,0.0,12.0,51.0,10804.492871471695,65,4225,0,0,0.0,2.0,0,0,0,0,0,1,0,1,,,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000006360,13,25,1,0.0,,,,,,0.0,81,6561,1,0,0.0,2.0,0,0,0,0,1,0,0,1,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000006393,63,25,0,1.0,0.0,0.0,0.0,18.0,51.0,15434.989816388135,63,3969,0,0,0.0,1.0,0,0,1,0,0,0,0,0,209504.26177444163,12.252499360736188,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000006393,53,25,1,1.0,0.0,0.0,0.0,32.0,33.0,15434.989816388135,74,5476,1,0,0.0,1.0,0,0,0,0,0,1,0,1,209504.26177444163,12.252499360736188,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000006393,120,25,1,1.0,0.0,0.0,0.0,35.0,51.0,14405.990495295593,41,1681,0,0,0.0,1.0,0,0,1,0,0,0,0,0,209504.26177444163,12.252499360736188,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0
2011000006393,120,25,1,1.0,0.0,0.0,0.0,40.0,20.0,0.0,40,1600,0,0,0.0,1.0,0,0,0,0,1,0,0,1,209504.26177444163,12.252499360736188,0,0,0,0,0,1,0,0,0,1,0,0,1.0,6.0
2011000006393,63,25,1,0.0,,,,,,0.0,17,289,0,0,0.0,1.0,0,1,0,0,0,0,1,0,209504.26177444163,12.252499360736188,0,0,0,0,0,1,0,0,0,1,0,0,6.0,
2011000006418,13,25,1,0.0,0.0,0.0,0.0,40.0,20.0,2881.1980990591187,19,361,1,0,,,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,1.0
2011000006473,17,25,1,0.0,0.0,0.0,0.0,10.0,7.0,0.0,65,4225,0,1,0.0,2.0,0,0,0,0,0,1,0,1,64106.65770406539,11.068303501853228,1,0,0,0,0,0,0,0,0,1,0,0,6.0,6.0
2011000006473,16,25,1,1.0,0.0,0.0,0.0,30.0,33.0,0.0,66,4356,1,1,0.0,2.0,0,0,0,1,0,0,0,0,64106.65770406539,11.068303501853228,1,0,0,0,0,0,0,0,0,1,0,0,1.0,6.0
2011000006473,27,25,1,0.0,0.0,0.0,0.0,50.0,7.0,9260.993889832882,26,676,1,1,0.0,2.0,0,0,0,1,0,0,0,0,64106.65770406539,11.068303501853228,0,0,0,0,0,1,1,0,0,0,0,1,3.0,1.0
2011000006507,8,25,1,0.0,,,,,,0.0,50,2500,0,1,0.0,0.0,0,0,1,0,0,0,0,0,99607.1342817581,11.508989070342352,0,0,0,0,1,0,0,0,0,1,0,0,6.0,
2011000006507,13,25,1,1.0,0.0,0.0,1.0,40.0,51.0,51449.96605462712,23,529,1,1,0.0,0.0,0,0,1,0,0,0,0,0,99607.1342817581,11.508989070342352,0,0,0,0,0,1,0,0,0,1,0,0,1.0,3.0
2011000006507,14,25,0,0.0,0.0,0.0,0.0,40.0,33.0,20579.98642185085,41,1681,1,1,0.0,0.0,0,0,0,1,0,0,0,0,99607.1342817581,11.508989070342352,0,0,0,1,0,0,0,0,0,1,0,0,3.0,1.0
2011000006610,19,25,1,1.0,0.0,0.0,0.0,28.0,51.0,18521.987779665764,69,4761,1,1,0.0,2.0,0,0,1,0,0,0,0,0,123891.5182595421,11.72716160893454,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000006610,20,25,0,1.0,0.0,0.0,0.0,40.0,51.0,45481.76999229037,63,3969,0,1,0.0,2.0,0,0,0,1,0,0,0,0,123891.5182595421,11.72716160893454,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000006610,36,25,1,0.0,,,,,,0.0,90,8100,0,1,0.0,2.0,0,0,1,0,0,0,0,0,123891.5182595421,11.72716160893454,0,0,0,0,1,0,0,0,0,1,0,0,6.0,
2011000006635,35,25,0,0.0,0.0,0.0,0.0,40.0,43.5,46304.969449164404,34,1156,0,0,0.0,0.0,0,0,0,0,0,1,0,1,,,1,0,0,0,0,0,0,0,0,1,0,0,6.0,2.0
2011000006642,11,25,1,0.0,0.0,0.0,0.0,20.0,43.5,0.0,50,2500,1,0,1.0,0.0,0,0,1,0,0,0,0,0,20579.98642185085,9.932074349613812,1,0,0,0,0,0,0,0,0,1,0,0,6.0,6.0
2011000006642,10,25,1,0.0,0.0,0.0,0.0,,,0.0,50,2500,0,0,1.0,0.0,0,1,0,0,0,0,1,0,20579.98642185085,9.932074349613812,1,0,0,0,0,0,0,0,0,1,0,0,3.0,8.0
2011000006642,13,25,1,0.0,0.0,0.0,0.0,,,0.0,18,324,1,0,1.0,0.0,0,1,0,0,0,0,1,0,20579.98642185085,9.932074349613812,0,0,0,0,0,1,0,0,0,1,0,0,3.0,9.0
2011000006642,11,25,1,0.0,,,,,,0.0,16,256,1,0,1.0,0.0,0,1,0,0,0,0,1,0,20579.98642185085,9.932074349613812,0,0,0,0,0,1,0,0,0,1,0,0,6.0,
2011000006686,22,25,0,1.0,0.0,0.0,1.0,40.0,51.0,47333.96877025695,53,2809,1,1,0.0,0.0,0,0,1,0,0,0,0,0,81496.74623052936,11.308318374880201,1,0,0,0,0,0,0,0,0,1,0,0,1.0,3.0
2011000006686,22,25,1,1.0,0.0,0.0,0.0,40.0,51.0,25724.98302731356,52,2704,0,1,0.0,0.0,0,0,0,1,0,0,0,0,81496.74623052936,11.308318374880201,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000006686,20,25,1,1.0,0.0,0.0,0.0,30.0,33.0,8231.99456874034,22,484,1,1,0.0,0.0,0,0,0,0,1,0,0,1,81496.74623052936,11.308318374880201,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000006700,11,25,1,0.0,,,,,,0.0,83,6889,1,1,0.0,2.0,0,0,1,0,0,0,0,0,23255.384656691458,10.05429198233806,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000006700,12,25,0,0.0,,,,,,0.0,78,6084,0,1,0.0,2.0,0,0,1,0,0,0,0,0,23255.384656691458,10.05429198233806,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000006711,5,25,1,0.0,,,,,,0.0,94,8836,0,0,,,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000006819,11,25,0,1.0,0.0,0.0,0.0,50.0,51.0,49391.967412442034,44,1936,1,0,2.0,0.0,0,0,0,0,0,1,0,1,49391.967412442034,10.807543086967712,1,0,0,0,0,0,0,1,0,0,0,0,1.0,2.0
2011000006819,16,25,0,0.0,,,,,,0.0,38,1444,0,0,2.0,0.0,0,0,0,0,0,1,0,1,49391.967412442034,10.807543086967712,1,0,0,0,0,0,0,1,0,0,0,0,6.0,
2011000006819,24,25,0,,,,,,,,10,100,1,0,2.0,0.0,1,0,0,0,0,0,1,0,49391.967412442034,10.807543086967712,0,0,0,0,0,1,0,1,0,0,0,0,,
2011000006819,14,25,1,,,,,,,,8,64,0,0,2.0,0.0,1,0,0,0,0,0,1,0,49391.967412442034,10.807543086967712,0,0,0,0,0,1,0,1,0,0,0,0,,
2011000007031,13,25,1,0.0,,,,,,0.0,85,7225,1,1,0.0,2.0,1,0,0,0,0,0,1,0,52273.16551150115,10.864238430644257,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007031,13,25,1,0.0,,,,,,0.0,84,7056,0,1,0.0,2.0,1,0,0,0,0,0,1,0,52273.16551150115,10.864238430644257,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007031,16,25,0,1.0,0.0,0.0,0.0,20.0,33.0,6173.995926555254,53,2809,0,1,0.0,2.0,0,0,1,0,0,0,0,0,52273.16551150115,10.864238430644257,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000007040,34,25,0,1.0,0.0,0.0,0.0,38.0,51.0,34883.07698503719,34,1156,1,1,0.0,0.0,0,0,0,1,0,0,0,0,66473.35614257824,11.104556486848377,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000007040,33,25,1,1.0,0.0,0.0,0.0,38.0,51.0,31590.279157541052,32,1024,0,1,0.0,0.0,0,0,1,0,0,0,0,0,66473.35614257824,11.104556486848377,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000007068,22,25,0,1.0,0.0,0.0,1.0,50.0,51.0,102899.93210925424,27,729,1,1,0.0,0.0,0,0,0,0,0,1,0,1,161552.89341152916,11.992587881408129,1,0,0,0,0,0,0,0,0,1,0,0,1.0,3.0
2011000007068,23,25,1,1.0,0.0,0.0,0.0,40.0,51.0,46304.969449164404,27,729,0,1,0.0,0.0,0,0,0,0,0,1,0,1,161552.89341152916,11.992587881408129,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007094,12,25,0,0.0,,,,,,0.0,83,6889,1,1,0.0,2.0,0,0,0,1,0,0,0,0,239324.6620997035,12.385576327924717,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007094,12,25,0,0.0,,,,,,0.0,84,7056,0,1,0.0,2.0,0,0,0,1,0,0,0,0,239324.6620997035,12.385576327924717,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007094,15,25,0,1.0,0.0,0.0,0.0,18.0,33.0,17287.188594354713,46,2116,1,1,0.0,2.0,0,0,0,0,1,0,0,1,239324.6620997035,12.385576327924717,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000007094,21,25,1,1.0,0.0,0.0,0.0,45.0,51.0,136856.90970530815,42,1764,0,1,0.0,2.0,0,0,1,0,0,0,0,0,239324.6620997035,12.385576327924717,0,0,0,0,0,1,0,0,0,1,0,0,1.0,2.0
2011000007097,9,25,0,0.0,,,,,,0.0,82,6724,1,0,0.0,1.0,1,0,0,0,0,0,1,0,,,1,0,0,0,0,0,0,0,0,0,0,1,6.0,
2011000007104,14,25,1,0.0,,,,,,0.0,65,4225,0,0,0.0,1.0,0,0,1,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,6.0,
2011000007136,15,25,1,1.0,0.0,0.0,0.0,35.0,51.0,37352.67535565929,75,5625,1,1,0.0,2.0,0,0,0,1,0,0,0,0,101356.43312761543,11.526398624237864,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007136,16,25,1,0.0,,,,,,0.0,69,4761,0,1,0.0,2.0,0,0,1,0,0,0,0,0,101356.43312761543,11.526398624237864,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007164,18,25,1,0.0,,,,,,0.0,70,4900,0,1,0.0,2.0,0,0,0,1,0,0,0,0,23461.184520909967,10.063102612020216,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007164,16,25,1,0.0,,,,,,0.0,67,4489,1,1,0.0,2.0,0,0,1,0,0,0,0,0,23461.184520909967,10.063102612020216,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007205,11,25,0,1.0,0.0,0.0,0.0,42.0,43.5,96725.93618269898,35,1225,1,0,0.0,0.0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,1,0,0,0,1,0,0,1.0,2.0
2011000007205,14,25,0,1.0,0.0,0.0,0.0,40.0,43.5,77174.94908194068,36,1296,1,0,0.0,0.0,0,0,0,0,0,1,0,1,,,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000007256,13,25,0,1.0,0.0,0.0,0.0,40.0,51.0,108044.92871471695,43,1849,1,0,1.0,0.0,0,0,0,0,1,0,0,1,118849.42158618865,11.68561260602167,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007256,14,25,0,1.0,0.0,0.0,0.0,31.0,43.5,0.0,47,2209,0,0,1.0,0.0,0,0,0,0,0,1,0,1,118849.42158618865,11.68561260602167,1,0,0,0,0,0,0,0,0,1,0,0,1.0,6.0
2011000007256,15,25,1,,,,,,,,8,64,0,0,1.0,0.0,1,0,0,0,0,0,1,0,118849.42158618865,11.68561260602167,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000007347,11,25,1,0.0,,,,,,0.0,81,6561,0,0,,,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007424,11,25,1,0.0,,,,,,0.0,75,5625,0,0,0.0,1.0,0,0,1,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,1,0,0,6.0,
2011000007458,15,25,1,0.0,,,,,,0.0,81,6561,0,0,0.0,1.0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,6.0,
2011000007500,13,25,0,1.0,0.0,0.0,0.0,10.0,33.0,2057.998642185085,49,2401,1,0,1.0,0.0,1,0,0,0,0,0,1,0,6173.995926555254,8.728101545287876,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
2011000007500,7,25,1,1.0,0.0,0.0,0.0,15.0,33.0,4115.99728437017,48,2304,0,0,1.0,0.0,1,0,0,0,0,0,1,0,6173.995926555254,8.728101545287876,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
2011000007500,12,25,0,,,,,,,,9,81,1,0,1.0,0.0,1,0,0,0,0,0,1,0,6173.995926555254,8.728101545287876,0,0,0,0,0,1,0,1,0,0,0,0,,
2011000007502,21,25,0,0.0,,,,,,0.0,65,4225,0,1,0.0,2.0,0,0,0,0,1,0,0,1,175259.1643684818,12.074021096645044,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007502,21,25,0,0.0,,,,,,0.0,79,6241,1,1,0.0,2.0,0,0,0,0,0,1,0,1,175259.1643684818,12.074021096645044,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007518,49,25,0,0.0,,,,,,0.0,48,2304,0,1,0.0,0.0,0,1,0,0,0,0,1,0,47591.21860053008,10.770403540018254,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007518,51,25,1,1.0,0.0,0.0,0.0,40.0,51.0,36014.97623823898,59,3481,1,1,0.0,0.0,0,0,1,0,0,0,0,0,47591.21860053008,10.770403540018254,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000007518,47,25,1,1.0,0.0,0.0,0.0,3.0,20.0,257.2498302731356,18,324,1,1,0.0,0.0,0,1,0,0,0,0,1,0,47591.21860053008,10.770403540018254,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000007529,19,25,1,1.0,0.0,0.0,0.0,30.0,51.0,22432.185199817424,48,2304,0,1,0.0,0.0,0,0,1,0,0,0,0,0,62974.75845086359,11.0504892655781,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007529,21,25,1,1.0,0.0,0.0,0.0,55.0,51.0,36014.97623823898,44,1936,1,1,0.0,0.0,0,1,0,0,0,0,1,0,62974.75845086359,11.0504892655781,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007529,29,25,1,1.0,0.0,0.0,0.0,35.0,51.0,4527.597012807187,20,400,0,1,0.0,0.0,0,0,0,1,0,0,0,0,62974.75845086359,11.0504892655781,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000007574,16,25,1,1.0,0.0,0.0,0.0,40.0,33.0,46716.56917760142,59,3481,0,0,0.0,0.0,0,0,0,0,0,1,0,1,,,0,0,0,1,0,0,0,0,0,1,0,0,1.0,2.0
2011000007649,14,25,1,1.0,0.0,0.0,0.0,16.0,51.0,12347.991853110509,35,1225,0,0,3.0,0.0,0,0,0,1,0,0,0,0,84377.94432958847,11.343061323324074,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000007649,14,25,0,1.0,0.0,1.0,0.0,40.0,51.0,72029.95247647796,38,1444,1,0,3.0,0.0,0,0,0,0,1,0,0,1,84377.94432958847,11.343061323324074,1,0,0,0,0,0,0,0,0,1,0,0,1.0,4.0
2011000007649,13,25,1,,,,,,,,10,100,0,0,3.0,0.0,1,0,0,0,0,0,1,0,84377.94432958847,11.343061323324074,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000007649,16,25,1,,,,,,,,8,64,1,0,3.0,0.0,1,0,0,0,0,0,1,0,84377.94432958847,11.343061323324074,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000007649,13,25,1,,,,,,,,5,25,0,0,3.0,0.0,1,0,0,0,0,0,1,0,84377.94432958847,11.343061323324074,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000007693,12,25,1,1.0,0.0,0.0,0.0,18.0,51.0,9055.194025614373,67,4489,1,1,0.0,2.0,0,0,1,0,0,0,0,0,45173.07019596261,10.718256396140946,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007693,12,25,1,1.0,0.0,0.0,0.0,12.0,20.0,3807.2974880424067,65,4225,0,1,0.0,2.0,0,0,1,0,0,0,0,0,45173.07019596261,10.718256396140946,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007753,18,25,0,1.0,0.0,0.0,0.0,40.0,51.0,61739.95926555254,46,2116,0,0,1.0,0.0,0,0,0,0,1,0,0,1,123479.91853110508,11.723833818841866,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007753,19,25,0,1.0,0.0,0.0,0.0,40.0,51.0,61739.95926555254,38,1444,1,0,1.0,0.0,0,0,0,0,1,0,0,1,123479.91853110508,11.723833818841866,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007753,19,25,0,,,,,,,,10,100,1,0,1.0,0.0,1,0,0,0,0,0,1,0,123479.91853110508,11.723833818841866,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000007787,10,25,1,0.0,0.0,0.0,0.0,30.0,20.0,6276.8958586645085,78,6084,0,0,0.0,1.0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1.0
2011000007796,13,25,0,0.0,,,,,,0.0,54,2916,0,0,0.0,0.0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,6.0,
2011000007806,13,25,0,0.0,,,,,,0.0,43,1849,0,0,0.0,0.0,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007806,12,25,1,1.0,0.0,0.0,0.0,40.0,51.0,76145.94976084813,45,2025,1,0,0.0,0.0,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007819,12,25,0,1.0,0.0,0.0,0.0,50.0,51.0,71000.95315538542,41,1681,0,0,0.0,0.0,0,0,0,0,1,0,0,1,,,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0
2011000007873,9,25,0,0.0,,,,,,0.0,68,4624,1,1,0.0,2.0,0,1,0,0,0,0,1,0,33329.28801018745,10.414191809243059,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007873,9,25,1,0.0,,,,,,0.0,64,4096,0,1,0.0,2.0,0,0,1,0,0,0,0,0,33329.28801018745,10.414191809243059,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000007873,12,25,1,0.0,,,,,,0.0,89,7921,0,1,0.0,2.0,1,0,0,0,0,0,1,0,33329.28801018745,10.414191809243059,0,0,0,0,1,0,0,0,0,1,0,0,6.0,
2011000007880,9,25,1,0.0,0.0,0.0,0.0,,,0.0,72,5184,0,1,0.0,2.0,0,0,1,0,0,0,0,0,52170.2655793919,10.862267986656958,1,0,0,0,0,0,0,0,0,1,0,0,6.0,1.0
2011000007880,9,25,0,1.0,0.0,0.0,0.0,38.0,51.0,20579.98642185085,77,5929,1,1,0.0,2.0,0,0,0,1,0,0,0,0,52170.2655793919,10.862267986656958,1,0,0,0,0,0,0,0,0,1,0,0,1.0,7.0
2011000007907,22,25,0,1.0,0.0,0.0,0.0,40.0,51.0,107015.9293936244,33,1089,0,0,1.0,0.0,0,0,0,0,0,1,0,1,158465.89544825154,11.973294678473449,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0
2011000007907,22,25,0,1.0,0.0,0.0,0.0,40.0,51.0,51449.96605462712,34,1156,1,0,1.0,0.0,0,0,0,0,1,0,0,1,158465.89544825154,11.973294678473449,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
2011000007907,26,25,1,,,,,,,,0,0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,158465.89544825154,11.973294678473449,0,0,0,0,0,1,0,0,0,1,0,0,,
2011000007953,10,25,0,1.0,0.0,0.0,1.0,38.0,51.0,63797.957907737626,56,3136,0,0,0.0,0.0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,1,0,0,0,1,0,0,1.0,3.0
2011000007974,13,25,0,0.0,0.0,0.0,0.0,,,0.0,20,400,0,0,,,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,1.0
2011000007988,4,25,1,0.0,,,,,,0.0,89,7921,0,0,,,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,0,6.0,
2011000008026,10,25,0,1.0,0.0,0.0,1.0,50.0,51.0,78203.94840303322,61,3721,1,0,1.0,0.0,0,0,0,0,0,1,0,1,141590.30658233384,11.860693001559063,1,0,0,0,0,0,0,0,0,1,0,0,1.0,3.0
2011000008026,11,25,1,0.0,,,,,,0.0,56,3136,0,0,1.0,0.0,0,0,0,0,1,0,0,1,141590.30658233384,11.860693001559063,1,0,0,0,0,0,0,0,0,1,0,0,6.0,
2011000008026,12,25,1,1.0,0.0,0.0,0.0,40.0,7.0,7202.9952476477965,22,484,0,0,1.0,0.0,0,0,0,1,0,0,0,0,141590.30658233384,11.860693001559063,0,0,0,0,0,1,0,0,0,0,1,0,1.0,1.0
2011000008026,16,25,1,1.0,0.0,0.0,0.0,8.0,20.0,3086.997963277627,17,289,1,0,1.0,0.0,0,1,0,0,0,0,1,0,141590.30658233384,11.860693001559063,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1.0
