RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,FDISP,FPERNP,FPINCP,FPRIVCOVP,FPUBCOVP
P,2011000000501,1,3301,-9,25,1073094,28,31,5,,,4,2,2,2,2,2,,,2,1,,2,,,2,1,2,2,2,2,2,0,,,,1,1,2,2,1,2,2005,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,3,16,24,0,1,0,0,0,,2,,2,2002,-9,1,706,-9,999,-9,7,2,,,6,3601,3603,1,1,7870,,,708,-9,,,,,2,611M1,2,,0,1760,N.A.,,0,0,207,-9,,,,,,1,2,4,6,43,-9,26,-9,0,1,0,0,1,0,0,0,1,2,,,192099,N.A.//,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,28,51,28,28,29,29,50,28,28,4,5,51,54,4,28,53,5,28,52,28,29,4,29,29,28,28,4,28,28,53,52,5,4,51,28,5,54,28,53,27,29,4,28,28,29,28,4,28,28,53,53,5,4,52,27,4,52,29,4,28,27,53,29,29,29,29,52,28,29,4,4,51,50,5,28,50,5,28,0,0,0,0,0
P,2011000000563,1,900,-9,25,1073094,19,49,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,2000,50,1,1,2,1,2,2,1,2,1991,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,0,1,0,0,90000,50,1,1,1,,,1,190,-9,999,-9,,2,1,,1,5506,,1,1,2490,98,49,,,,,,,1,3272,1,,0,4850,N.A.,,90000,92000,26,-9,501,1100,-9,25,-9,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,414010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,6,16,20,22,32,6,18,16,31,23,32,41,7,5,17,19,18,6,18,31,4,17,19,23,32,5,19,17,40,21,29,26,5,5,18,18,17,40,19,5,28,18,16,26,6,34,17,18,5,18,6,6,29,38,17,22,21,27,17,6,29,21,20,15,4,30,22,17,5,18,5,6,25,34,22,18,24,5,0,0,0,0,0
P,2011000000563,2,900,-9,25,1073094,20,49,1,,,2,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,1000,144,1,1,2,1,2,2,1,2,1991,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,20,0,2,0,0,90000,50,1,1,1,,,2,22,-9,50,-9,,2,1,,1,,,1,1,7870,90,31,,,,,,,1,611M1,1,,0,110,N.A.,2,90000,91000,25,-9,501,3300,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,113021,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,6,18,22,21,34,6,16,19,38,24,35,36,6,6,19,17,20,8,21,37,6,19,17,20,33,5,21,24,35,21,31,32,5,6,22,21,20,38,21,5,34,20,22,20,6,38,20,18,6,23,6,6,38,39,21,20,22,36,21,6,31,21,16,21,6,33,16,21,6,17,7,5,30,32,18,20,17,6,0,0,0,0,0
P,2011000000563,3,900,-9,25,1073094,18,14,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,11,11,,1,,,,,,,,,,2,22,-9,50,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,4,19,17,18,26,7,20,17,31,16,27,41,6,6,15,19,15,8,20,25,5,19,17,15,26,5,14,15,32,18,33,28,6,6,15,15,15,28,17,5,29,19,18,16,6,27,17,14,6,23,4,5,31,28,19,15,17,22,15,4,32,17,17,20,5,27,25,18,5,16,5,4,26,34,17,17,25,5,0,0,0,0,0
P,2011000000563,4,900,-9,25,1073094,17,11,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,7,7,,1,,,,,,,,,,2,22,-9,50,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,4,19,17,18,25,7,21,17,31,16,27,40,7,5,15,18,15,7,20,25,6,20,17,15,26,5,14,16,32,17,32,28,5,5,15,14,14,29,17,5,29,19,18,16,6,27,16,14,5,23,5,5,31,28,19,15,17,22,16,4,32,17,17,20,4,27,25,18,5,16,5,5,25,33,17,18,25,5,0,0,0,0,0
P,2011000000593,1,1500,-9,25,1073094,17,34,4,2006,-9,2,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,15,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,2,0,0,35000,40,1,1,1,1998,-9,1,308,-9,999,-9,6,2,1,,1,6206,,1,1,8290,271,146,,,,,,,6,623M,2,,0,4640,N.A.,4,35000,35000,333,-9,294,400,-9,25,-9,1,2,1,2,2,-9,44,-9,0,0,1,0,1,0,0,0,2,2,,,399041,N.A.//,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,12,4,36,17,11,4,18,5,23,16,44,12,10,45,32,31,18,25,9,23,3,20,8,6,25,19,21,20,20,14,21,25,3,10,18,39,28,27,19,7,20,19,28,21,15,49,21,27,9,11,6,8,21,23,8,17,26,25,17,13,18,9,49,45,5,17,4,12,13,4,23,5,44,32,26,29,21,7,7,0,0,0,0,0
P,2011000000593,2,1500,-9,25,1073094,13,55,4,2003,-9,6,2,2,2,2,1,,,1,,,2,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,6,0,1,,12,0,2,5700,3000,0,,2,,2,1988,-9,1,308,-9,999,-9,5,1,,,6,,,1,1,8270,,,,,,,,,6,6231,2,,0,4230,N.A.,4,0,8700,333,-9,294,,,,,2,1,3,2,2,-9,44,-9,0,0,1,0,1,0,0,0,,,,,372012,N.A.//,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,4,26,13,15,4,14,3,20,12,23,8,9,28,17,30,9,13,10,18,2,15,7,6,21,10,16,11,9,14,17,17,4,8,13,18,24,21,14,5,20,11,27,14,8,29,11,12,4,8,3,6,18,16,4,7,17,15,10,11,19,5,37,52,4,17,5,9,13,3,11,5,49,27,24,27,13,7,4,0,0,0,0,0
P,2011000000618,1,2200,-9,25,1073094,12,37,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,1,2,1994,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,18,0,1,0,0,100000,40,1,1,1,,,1,195,-9,999,-9,,2,1,,1,,,1,1,3980,86,43,,,,,,,1,3399ZM,1,,0,1010,N.A.,,100000,100000,25,-9,359,2300,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,151131,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,4,11,17,13,4,3,11,12,4,20,11,19,21,12,20,4,11,11,11,11,3,9,22,13,4,3,13,13,3,20,10,22,22,11,23,3,12,13,11,10,2,13,21,12,3,3,10,12,3,20,12,22,18,10,21,3,14,11,11,10,4,12,17,11,3,4,11,11,4,23,11,21,17,11,20,4,10,0,0,0,0,0
P,2011000000618,2,2200,-9,25,1073094,10,37,1,,,3,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,15,1,1,2,1,2,2,1,2,1994,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,21,0,2,0,0,7500,15,1,4,1,,,1,195,-9,999,-9,,2,1,,1,5004,,1,1,7860,94,52,,,,,,,1,6111,1,,0,5320,N.A.,2,7500,7500,25,-9,359,2200,-9,25,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,434121,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,4,11,16,13,3,3,10,10,3,17,11,21,18,10,21,3,10,10,11,9,3,10,23,13,3,4,11,12,3,19,9,20,17,11,21,3,14,13,11,9,3,11,19,11,3,2,9,13,3,18,10,21,18,9,19,3,13,11,9,9,3,10,16,11,4,4,12,11,4,19,10,19,17,11,19,3,11,0,0,0,0,0
P,2011000000618,3,2200,-9,25,1073094,10,17,1,,,,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,,1,4,,,,,,,,,,2,5,2,2,2,0,0,2,0,2,14,14,0,2,0,0,0,,3,,2,,,1,195,-9,999,-9,,2,,1,6,,,1,1,,,,,,,,,,6,,1,1,1,,,4,0,0,25,-9,359,,,,,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,4,6,17,8,2,3,11,11,4,14,7,15,16,7,17,4,11,10,10,11,3,9,18,12,3,3,10,9,2,15,11,16,10,8,14,3,11,11,10,9,3,7,16,9,2,2,8,10,3,14,9,14,14,8,15,2,9,10,8,9,2,10,16,7,3,3,11,9,3,15,10,16,14,10,14,4,9,0,0,0,0,0
P,2011000000618,4,2200,-9,25,1073094,10,16,1,,,,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,,1,,,,,,,,,,,2,5,2,2,3,0,0,2,0,2,13,13,0,2,0,0,0,,3,,2,,,1,195,-9,999,-9,,2,,1,6,,,1,1,,,,,,,,,,6,,1,1,1,,,4,0,0,25,-9,359,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,3,6,17,8,2,3,11,10,4,14,8,15,16,7,17,4,10,9,10,11,2,9,17,11,3,3,10,9,2,16,11,17,10,8,14,2,11,11,11,8,3,8,17,9,2,3,8,11,4,13,9,15,14,8,15,3,9,10,8,10,3,10,16,8,3,3,10,9,4,15,10,16,14,9,13,3,9,0,0,0,0,0
P,2011000000618,5,2200,-9,25,1073094,11,13,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,10,10,,2,,,,,,,,,,1,195,-9,999,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,359,,,,,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,9,3,11,18,14,3,4,11,11,3,19,11,19,18,10,17,4,11,11,10,11,4,10,21,12,4,3,12,10,3,21,11,20,16,12,20,2,12,13,12,10,2,12,19,14,3,3,9,11,4,19,9,23,17,10,20,3,13,13,11,11,4,11,20,11,3,3,9,11,4,21,11,21,15,9,17,4,11,0,0,0,0,0
P,2011000000618,6,2200,-9,25,1073094,10,12,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,9,9,,1,,,,,,,,,,1,195,-9,999,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,359,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,9,4,11,15,13,3,3,9,9,3,17,9,18,17,11,16,3,10,10,11,10,4,9,19,13,3,3,9,12,3,16,10,20,16,11,20,3,11,11,10,10,3,9,20,9,3,3,13,11,2,16,11,21,20,10,21,3,13,11,12,10,3,11,18,9,4,4,11,10,3,20,9,17,19,9,17,3,9,0,0,0,0,0
P,2011000000670,1,2300,-9,25,1073094,8,50,1,,,4,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,60,1,1,2,1,2,2,1,2,1983,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,16,0,1,0,0,65000,40,1,1,1,,,2,50,-9,89,-9,,2,1,,1,,,1,1,9470,82,31,,,,,,,1,92MP,1,,0,3800,N.A.,,65000,65000,25,-9,501,300,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,333010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,15,11,7,7,8,11,2,11,7,2,2,2,8,10,2,9,8,7,7,10,13,12,7,7,7,13,2,12,9,2,2,2,5,11,2,9,8,7,8,9,10,12,6,6,7,10,3,12,7,3,2,1,7,12,2,8,6,6,7,7,13,12,8,9,6,15,2,13,7,2,2,2,7,12,2,6,8,0,0,0,0,0
P,2011000000670,2,2300,-9,25,1073094,6,48,1,,,2,2,2,2,2,2,,2,2,,2,2,,,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,1,2,1983,-9,1,3,,,,,,,,,,2,5,2,2,2,0,0,1,0,1,,22,0,2,0,0,95000,50,1,1,1,,,1,50,-9,999,-9,,2,1,,1,6109,,1,1,8190,92,49,,,,,,,1,622,1,,0,3150,N.A.,2,95000,95000,25,-9,501,2300,-9,25,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,1,,,291122,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,15,12,5,7,7,11,1,9,6,2,2,1,6,10,2,7,6,5,5,7,8,12,6,5,5,8,1,10,8,1,2,2,5,11,2,6,5,5,5,6,8,10,6,6,5,7,2,9,6,2,1,2,5,12,2,7,5,8,5,4,14,11,6,10,6,13,2,11,6,2,2,2,5,11,2,8,7,0,0,0,0,0
P,2011000000670,3,2300,-9,25,1073094,8,19,1,,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,10,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,3,15,19,0,2,0,0,3500,13,1,6,1,,,2,50,-9,89,-9,,2,1,,1,,,1,1,8680,258,140,,,,,,,6,722Z,1,,0,4060,N.A.,4,3500,3500,25,-9,501,2200,-9,25,-9,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,353022,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,9,11,17,13,10,8,8,17,2,14,10,3,2,3,8,16,2,10,10,9,8,8,15,12,11,12,8,14,2,15,7,2,3,2,6,13,3,9,7,10,9,10,12,13,10,9,7,12,2,15,8,3,3,3,8,16,2,9,8,8,9,8,15,17,9,8,7,18,2,18,10,2,2,2,9,14,2,13,9,0,1,1,0,0
P,2011000000670,4,2300,-9,25,1073094,5,16,1,,,9,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,,1,,,,,,,,,,,2,1,2,1,3,0,0,2,0,2,12,13,0,1,0,0,0,,3,,2,,,2,50,-9,89,-9,,2,,1,3,,,1,1,9920,,,,,,,,,6,9920,1,1,1,9920,N.A.,,0,0,25,-9,501,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,999920,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,12,9,6,4,4,8,1,11,5,1,1,1,4,8,3,4,4,4,5,5,7,7,4,6,4,7,2,8,5,3,1,1,5,12,1,4,6,5,6,4,9,11,5,4,6,6,1,8,5,2,2,2,4,6,1,6,4,5,7,3,6,11,4,5,4,15,2,8,4,2,2,1,6,10,1,7,6,0,0,0,0,0
P,2011000000670,5,2300,-9,25,1073094,6,11,1,,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,3,6,7,,1,,,,,,,,,,2,50,-9,89,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,25,-9,501,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,12,10,6,5,5,8,2,8,6,2,2,2,6,9,2,5,7,7,6,7,10,11,7,6,7,10,2,9,7,2,2,2,6,12,2,7,6,6,6,5,9,9,7,7,6,10,2,10,7,1,1,2,6,10,2,6,5,7,7,6,10,9,6,7,5,10,1,10,7,2,2,2,6,10,1,6,6,0,0,0,0,0
P,2011000000677,1,400,-9,25,1073094,8,40,1,,,3,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,40,1,1,2,1,2,2,1,2,1998,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,1,0,0,63000,40,1,1,1,,,2,50,-9,51,-9,,2,1,,1,6403,,1,1,7860,90,43,,,,,,,1,6111,1,,0,2310,N.A.,,63000,63000,25,-9,501,1300,-9,25,-9,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,2,,,252020,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,15,16,2,2,9,7,8,8,12,2,9,8,9,17,3,7,8,18,2,7,3,2,13,18,8,10,8,8,3,13,9,9,9,2,16,9,8,3,12,7,13,12,3,3,10,8,9,10,16,3,10,8,10,14,2,10,7,11,2,8,2,2,16,11,9,8,8,9,3,20,8,6,10,2,12,9,9,3,0,0,0,0,0
P,2011000000677,2,400,-9,25,1073094,8,38,4,2009,-9,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,800,80,,5,1,1,2,2,1,2,1998,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,22,0,2,0,0,175000,60,1,1,1,1995,-9,1,148,-9,999,-9,6,2,,,1,3301,,1,1,7280,98,43,639,-9,,,,,1,5412,2,,0,800,N.A.,1,175000,175800,163,-9,501,3300,-9,25,-9,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,2,,,132011,N.A.//,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,15,16,3,2,7,8,8,10,13,2,8,8,6,17,2,8,8,16,2,7,3,2,15,19,8,9,8,8,3,15,9,9,9,2,14,9,6,2,11,9,15,14,2,2,8,7,10,10,15,2,9,8,7,15,2,11,8,15,3,8,2,3,19,15,9,8,7,7,3,20,9,7,9,2,13,6,8,2,0,0,0,0,0
P,2011000000677,3,400,-9,25,1073094,8,2,1,,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,2,50,-9,51,-9,,2,,1,,,,1,1,,,,,,,,,,,,1,3,1,,,,,,25,-9,501,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27,13,3,3,10,10,9,6,12,2,10,7,7,10,2,10,8,15,2,7,4,2,14,13,9,10,8,9,3,13,9,11,8,2,17,6,7,4,8,7,14,12,2,3,12,7,10,7,14,2,13,12,9,15,2,9,7,11,3,10,3,2,18,16,10,8,9,9,3,23,6,8,9,2,12,8,12,3,0,0,0,0,0
