cdf,length
0.0540540540541,1.0
0.135135135135,10.0
0.162162162162,25.0
0.324324324324,30.0
0.378378378378,40.0
0.513513513514,45.0
0.648648648649,60.0
0.864864864865,68.0
0.972972972973,90.0
1.0,135.0
