cdf,length
0.0377358490566,1.0
0.0754716981132,2.0
0.188679245283,3.0
0.22641509434,4.0
0.301886792453,5.0
0.339622641509,6.0
0.358490566038,7.0
0.377358490566,8.0
0.415094339623,9.0
0.622641509434,10.0
0.641509433962,14.0
0.716981132075,15.0
0.735849056604,16.0
0.77358490566,20.0
0.849056603774,23.0
0.867924528302,30.0
0.88679245283,40.0
0.905660377358,45.0
0.924528301887,55.0
0.943396226415,90.0
0.981132075472,135.0
1.0,203.0
