cdf,length
0.0253164556962,1.0
0.101265822785,2.0
0.151898734177,3.0
0.20253164557,4.0
0.46835443038,5.0
0.481012658228,6.0
0.493670886076,7.0
0.506329113924,8.0
0.696202531646,10.0
0.708860759494,13.0
0.721518987342,14.0
0.79746835443,15.0
0.848101265823,20.0
0.860759493671,23.0
0.898734177215,30.0
0.936708860759,45.0
0.949367088608,50.0
0.974683544304,60.0
0.987341772152,90.0
1.0,270.0
