cdf,length
0.0434782608696,2.0
0.152173913043,3.0
0.195652173913,4.0
0.326086956522,5.0
0.413043478261,6.0
0.434782608696,7.0
0.565217391304,10.0
0.586956521739,14.0
0.630434782609,15.0
0.804347826087,20.0
0.826086956522,21.0
0.869565217391,23.0
0.934782608696,25.0
0.95652173913,45.0
0.978260869565,68.0
1.0,90.0
