cdf,length
0.0459770114943,1.0
0.0919540229885,2.0
0.114942528736,3.0
0.16091954023,4.0
0.310344827586,5.0
0.32183908046,6.0
0.344827586207,7.0
0.379310344828,8.0
0.390804597701,9.0
0.540229885057,10.0
0.551724137931,12.0
0.563218390805,13.0
0.574712643678,14.0
0.689655172414,15.0
0.701149425287,19.0
0.747126436782,20.0
0.758620689655,22.0
0.770114942529,23.0
0.804597701149,25.0
0.816091954023,28.0
0.873563218391,30.0
0.931034482759,45.0
0.954022988506,60.0
0.965517241379,68.0
1.0,270.0
