cdf,length
0.0454545454545,1.0
0.113636363636,2.0
0.159090909091,3.0
0.272727272727,4.0
0.363636363636,5.0
0.386363636364,6.0
0.409090909091,7.0
0.431818181818,8.0
0.659090909091,10.0
0.681818181818,12.0
0.727272727273,15.0
0.75,18.0
0.772727272727,20.0
0.795454545455,21.0
0.818181818182,25.0
0.840909090909,30.0
0.863636363636,38.0
0.886363636364,40.0
0.909090909091,45.0
0.931818181818,50.0
0.954545454545,55.0
0.977272727273,135.0
1.0,225.0
